"106","Can add huc12","36","add_huc12"
"107","Can change huc12","36","change_huc12"
"108","Can delete huc12","36","delete_huc12"
"112","Can add activity","38","add_activity"
"113","Can change activity","38","change_activity"
"114","Can delete activity","38","delete_activity"
"115","Can add subactivity","39","add_subactivity"
"116","Can change subactivity","39","change_subactivity"
"117","Can delete subactivity","39","delete_subactivity"
"118","Can add metric","40","add_metric"
"119","Can change metric","40","change_metric"
"120","Can delete metric","40","delete_metric"
"121","Can add typeact","41","add_typeact"
"122","Can change typeact","41","change_typeact"
"123","Can delete typeact","41","delete_typeact"
"127","Can add location_info","43","add_location_info"
"128","Can change location_info","43","change_location_info"
"129","Can delete location_info","43","delete_location_info"
"136","Can add state_info","46","add_state_info"
"137","Can change state_info","46","change_state_info"
"138","Can delete state_info","46","delete_state_info"
"139","Can add county_info","47","add_county_info"
"140","Can change county_info","47","change_county_info"
"141","Can delete county_info","47","delete_county_info"
"142","Can add huc12_info","48","add_huc12_info"
"143","Can change huc12_info","48","change_huc12_info"
"144","Can delete huc12_info","48","delete_huc12_info"
"145","Can add wafwa_info","49","add_wafwa_info"
"146","Can change wafwa_info","49","change_wafwa_info"
"147","Can delete wafwa_info","49","delete_wafwa_info"
"148","Can add population_info","50","add_population_info"
"149","Can change population_info","50","change_population_info"
"150","Can delete population_info","50","delete_population_info"
"151","Can add ownership_info","51","add_ownership_info"
"152","Can change ownership_info","51","change_ownership_info"
"153","Can delete ownership_info","51","delete_ownership_info"
"154","Can add state_county","52","add_state_county"
"155","Can change state_county","52","change_state_county"
"156","Can delete state_county","52","delete_state_county"
"157","Can add location_check","53","add_location_check"
"158","Can change location_check","53","change_location_check"
"159","Can delete location_check","53","delete_location_check"
"160","Can add useredits","54","add_useredits"
"161","Can change useredits","54","change_useredits"
"162","Can delete useredits","54","delete_useredits"
"163","Can add elidgbleusers","55","add_elidgbleusers"
"164","Can change elidgbleusers","55","change_elidgbleusers"
"165","Can delete elidgbleusers","55","delete_elidgbleusers"
"166","Can add office_values","56","add_office_values"
"167","Can change office_values","56","change_office_values"
"168","Can delete office_values","56","delete_office_values"
"175","Can add agreement_protect","59","add_agreement_protect"
"176","Can change agreement_protect","59","change_agreement_protect"
"177","Can delete agreement_protect","59","delete_agreement_protect"
"178","Can add metrics","60","add_metrics"
"179","Can change metrics","60","change_metrics"
"180","Can delete metrics","60","delete_metrics"
"181","Can add project_query","61","add_project_query"
"182","Can change project_query","61","change_project_query"
"183","Can delete project_query","61","delete_project_query"
"187","Can add fwsreview","63","add_fwsreview"
"188","Can change fwsreview","63","change_fwsreview"
"189","Can delete fwsreview","63","delete_fwsreview"
