"34","10","33","Activities or events occurred that undermined effectiveness (e.g, grazing resumed prematurely, occurance of a wildfire or other disturbance in the treatment area)","7"
"35","10","33","Other - Please specify in text box","10"
"36","10","32","Removal of excess fuel was verified without the need for post-treatment monitoring (e.g. pile burning of conifer slash).","2"
"37","10","32","Post-treatment monitoring demonstrated that objectives were met. Provide supporting documentation in text box or attachment.","1"
"38","10","32","Post-treatment monitoring is ongoing but has not been established for long enough to determine if treatment is effective.","5"
"39","10","32","Implementing party(ies) have committed to maintaining treatment effectiveness as part of an overarching agreement (i.e., CCAA). Describe commitment in text box.","3"
"40","10","32","Methods used have demonstrated success for the ecological site potential and current conditions at the site. Cite literature sources and/or technical guidance documents in text box.","4"
"41","10","32","Treatment was placed in area identified as high priority, connectivity corridor, limiting seasonal habitat, or other important habitat type","6"
"42","10","32","On-going or post-treatment monitoring demonstrated that objectives were not met.","9"
"43","10","32","Activities or events occurred that undermined effectiveness (e.g, grazing resumed prematurely, occurance of a wildfire or other disturbance in the treatment area)","7"
"44","10","32","Methodology or techniques used were not successful under the conditions of the treatment.","8"
"45","10","32","Other - Please specify in text box","10"
"46","10","30","Post-treatment monitoring demonstrated that objectives were met. Provide supporting documentation in text box or attachment.","2"
"47","10","30","On-going or post-treatment monitoring demonstrated that habitat was restored to desirable conditions. Provide supporting documentation in text box or attachment.","1"
"48","10","30","Post-treatment monitoring has indicated positive trend but has not been established for long enough to determine if treatment is effective.","5"
"49","10","30","Implementing party(ies) have committed to maintaining treatment effectiveness as part of an overarching agreement (i.e., CCAA). Describe commitment in text box.","3"
"50","10","30","Methods used have demonstrated success for the ecological site potential and current conditions at the site. Cite literature sources and/or technical guidance documents in text box.","4"
"51","10","30","Treatment was placed in area identified as high priority, connectivity corridor, limiting seasonal habitat, or other important habitat type","6"
"52","10","30","Post-treatment monitoring demonstrated that objectives were not met.","9"
"53","10","30","Methodology or techniques used were not successful under the conditions of the treatment.","8"
"54","10","30","Activities or events occurred that undermined effectiveness (e.g, grazing resumed prematurely, occurance of a wildfire or other disturbance in the treatment area)","7"
"55","10","30","Other - Please specify in text box","10"
"56","10","38","Post-treatment monitoring demonstrated that objectives were met. Provide supporting documentation in text box or attachment.","1"
"57","10","38","Implementing party(ies) have committed to maintaining treatment effectiveness as part of an overarching agreement (i.e., CCAA). Describe commitment in text box.","2"
"58","10","38","Post-treatment monitoring has indicated positive trend but has not been established for long enough to determine if treatment is effective.","4"
"59","10","38","Methods used have demonstrated success for the ecological site potential and current conditions at the site. Cite literature sources and/or technical guidance documents in text box.","3"
"60","10","38","Treatment was placed in area identified as high priority, connectivity corridor, limiting seasonal habitat, or other important habitat type","5"
"61","10","38","Post-treatment monitoring demonstrated that objectives were not met.","8"
"62","10","38","Methodology or techniques used were not successful under the conditions of the treatment.","7"
"63","10","38","Activities or events occurred that undermined effectiveness (e.g, grazing resumed prematurely, occurance of a wildfire or other disturbance in the treatment area)","6"
"64","10","38","Other - Please specify in text box","9"
"65","10","39","Post-treatment monitoring demonstrated that objectives were met. Provide supporting documentation in text box or attachment.","1"
"66","10","39","Post-treatment monitoring is ongoing but has not been established for long enough to determine if treatment is effective.","4"
"67","10","39","Implementing party(ies) have committed to maintaining treatment effectiveness as part of an overarching agreement (i.e., CCAA). Describe commitment in text box.","2"
"68","10","39","Methods used have demonstrated success for the ecological site potential and current conditions at the site. Cite literature sources and/or technical guidance documents in text box.","3"
"69","10","39","Treatment was placed in area identified as high priority, connectivity corridor, limiting seasonal habitat, or other important habitat type","5"
"70","10","39","Post-treatment monitoring demonstrated that objectives were not met.","8"
"71","10","39","Methodology or techniques used were not successful under the conditions of the treatment.","7"
"72","10","39","Activities or events occurred that undermined effectiveness (e.g, grazing resumed prematurely, occurance of a wildfire or other disturbance in the treatment area)","6"
"73","10","39","Other - Please specify in text box","9"
"74","10","37","Post-treatment monitoring demonstrated that objectives were met. Provide supporting documentation in text box or attachment.","2"
"75","10","37","Ongoing or post-treatment monitoring demonstrated that habitat was restored to desirable condition. Provide supporting documentation in text box or attachment.","1"
"76","10","37","Post-treatment monitoring is ongoing but has not been established for long enough to determine if treatment is effective.","6"
"77","10","37","Implementing party(ies) have committed to maintaining treatment effectiveness. Describe commitment in text box.","3"
"78","10","37","Methods used have demonstrated success for the ecological site potential and current conditions at the site. Cite literature sources and/or technical guidance documents in text box.","5"
"79","10","37","Locally-sourced seed was used to maximize the chances of restoration success.","4"
"80","10","37","Post-treatment monitoring demonstrated that objectives were not met.","8"
"81","10","37","Inappropriate methodology or techniques were used, contributing to treatment failure.","7"
"82","10","37","Other - Please specify in text box","9"
"83","10","31","Post-treatment monitoring demonstrated that objectives were met. Provide supporting documentation in text box or attachment.","1"
"84","10","31","Post-closure monitoring is ongoing but results are not yet conclusive.","2"
"85","10","31","Action effectiveness has not been verified.","3"
"86","10","31","Action is demonstrated as NOT meeting objectives.","4"
"87","10","31","Other - Please specify in text box","5"
"88","5","24","Post-treatment monitoring demonstrated that objectives were met. Provide supporting documentation in text box or attachment.","1"
"89","5","24","Post-treatment monitoring is ongoing but has not been established for long enough to determine if treatment is effective.","3"
"90","5","24","Implementing party(ies) have committed to maintaining treatment effectiveness. Describe commitment in text box.","2"
"91","5","24","Practices have demonstrated previous success in locations with similar conditions. Cite literature sources and/or technical guidance documents in text box.","4"
"92","5","24","Post-treatment monitoring demonstrated that objectives were not met.","6"
"93","5","24","Activities or events occurred that undermined effectiveness (e.g, grazing resumed prematurely, occurance of a wildfire or other disturbance in the treatment area)","5"
"94","5","24","Other - Please specify in text box","7"
"95","7","27","Post-treatment monitoring demonstrated that objectives were met. Provide supporting documentation in text box or attachment.","1"
"96","7","27","Post-closure monitoring is ongoing but results are not yet conclusive.","2"
"97","7","27","Action effectiveness has not been verified.","3"
"98","7","27","Action is demonstrated as NOT meeting objectives.","4"
"99","7","27","Other - Please specify in text box","5"
"100","7","26","Post-treatment monitoring demonstrated that objectives were met. Provide supporting documentation in text box or attachment.","1"
"101","7","26","Monitoring is ongoing but results are not yet conclusive.","2"
"102","7","26","Action effectiveness has not been verified.","3"
"103","7","26","Action is demonstrated as NOT meeting objectives.","4"
"104","7","26","Other - Please specify in text box","5"
"105","4","22","Post-treatment monitoring demonstrated that objectives were met. Provide supporting documentation in text box or attachment.","1"
"106","4","22","Monitoring is ongoing but results are not yet conclusive.","3"
"107","4","22","Methods used have demonstrated success in other similar sites.","2"
"108","4","22","Action effectiveness has not been verified.","4"
"109","4","22","Action is demonstrated as not meeting objectives.","5"
"110","4","22","Other - Please specify in text box","6"
"111","4","21","Conservation action considered effective once fully implemented.","1"
"112","4","21","Conservation action will likely be effective once fully implemented.","2"
"113","4","21","Conservation action has NOT met objectives or provided expected benefits.","3"
"114","4","21","Other - Please specify in text box","4"
"115","4","23","Conservation action considered effective once fully implemented.","1"
"116","4","23","Conservation action will likely be effective once fully implemented.","2"
"117","4","23","Conservation action has NOT met objectives or provided expected benefits.","3"
"118","4","23","Other - Please specify in text box","4"
"119","4","18","Conservation action considered effective once fully implemented.","1"
"120","4","18","Implementing party(ies) have committed to maintaining action effectiveness. Describe commitment in text box.","2"
"121","4","18","Documented cases of sage-grouse collision with marked fences.","3"
"122","4","18","Fence marking not completed in identified high risk area and/or according to specifications (e.g. NRCS fence marking spacing recommendations, etc)","4"
"123","4","18","Other - Please specify in text box","5"
"124","4","19","Conservation action considered effective once fully implemented.","1"
"125","4","19","Implementing party(ies) have committed to maintaining action effectiveness. Describe commitment in text box.","2"
"126","4","19","Conservation action not yet implemented or habitat protections not adequate.","3"
"127","4","19","Other - Please specify in text box","4"
"128","4","20","Conservation action considered effective once fully implemented.","1"
"129","4","20","Conservation action will likely be effective once fully implemented.","2"
"130","4","20","Conservation action not yet implemented or habitat protections not adequate.","3"
"131","4","20","Other - Please specify in text box","4"
"132","8","29","Conservation action considered effective once fully implemented.","1"
"133","8","29","Post-removal monitoring is ongoing but results are not yet conclusive.","3"
"134","8","29","Methods used have demonstrated success in other similar sites.","2"
"135","8","29","Conservation action not yet implemented or habitat protections not adequate.","4"
"136","8","29","Other - Please specify in text box","5"
"137","8","28","Post-release monitoring demonstrated that objectives were met. Provide supporting documentation in text box or attachment.","1"
"138","8","28","Post-removal monitoring is ongoing but results are not yet conclusive.","2"
"139","8","28","Conservation action not yet implemented or habitat protections not adequate.","3"
"140","8","28","Other - Please specify in text box","4"
"141","6","25","Post-release monitoring demonstrated that objectives were met. Provide supporting documentation in text box or attachment.","1"
"142","6","25","Post-release monitoring is ongoing but results are not yet conclusive.","2"
"143","6","25","Conservation action not yet implemented or habitat protections not adequate.","3"
"144","6","25","Other - Please specify in text box","4"
